Formatted with CRDFormatter on Sun May 28 14:10:57 EDT 2017.
CRDFormatter created by Kyle DeBry (debry.1@osu.edu). Compiled 2017/05/28.
View README at: https://kyledebry.github.io/CRDFormatter/

Data collection run information:
Date:,2015-09-17
Start Time:,12:30 PM
Epoch Start Time (ms):,1442493002088

Time (epoch s), Runtime (s), Events/sec,,Time (epoch s), Runtime (min), Events/min
1442493003,0,9,,1442493062,0,696
1442493004,1,11,,1442493122,1,652
1442493005,2,9,,1442493182,2,696
1442493006,3,11,,1442493242,3,492
1442493007,4,13,,1442493302,4,690
1442493008,5,10,,1442493362,5,696
1442493009,6,11,,1442493422,6,680
1442493010,7,8,,1442493482,7,643
1442493011,8,14,,
1442493012,9,16,,
1442493013,10,10,,
1442493014,11,14,,
1442493015,12,16,,
1442493016,13,11,,
1442493017,14,11,,
1442493018,15,20,,
1442493019,16,6,,
1442493020,17,9,,
1442493021,18,4,,
1442493022,19,11,,
1442493023,20,12,,
1442493024,21,17,,
1442493025,22,9,,
1442493026,23,11,,
1442493027,24,10,,
1442493028,25,10,,
1442493029,26,9,,
1442493030,27,27,,
1442493031,28,10,,
1442493032,29,10,,
1442493033,30,17,,
1442493034,31,16,,
1442493035,32,10,,
1442493036,33,7,,
1442493037,34,5,,
1442493038,35,14,,
1442493039,36,15,,
1442493040,37,8,,
1442493041,38,12,,
1442493042,39,9,,
1442493043,40,13,,
1442493044,41,11,,
1442493045,42,16,,
1442493046,43,10,,
1442493047,44,14,,
1442493048,45,23,,
1442493049,46,12,,
1442493050,47,16,,
1442493051,48,7,,
1442493052,49,16,,
1442493053,50,10,,
1442493054,51,8,,
1442493055,52,18,,
1442493056,53,8,,
1442493057,54,16,,
1442493058,55,8,,
1442493059,56,11,,
1442493060,57,12,,
1442493061,58,2,,
1442493062,59,3,,
1442493063,60,12,,
1442493064,61,8,,
1442493065,62,9,,
1442493066,63,17,,
1442493067,64,17,,
1442493068,65,11,,
1442493069,66,1,,
1442493070,67,8,,
1442493071,68,11,,
1442493072,69,18,,
1442493073,70,14,,
1442493074,71,12,,
1442493075,72,9,,
1442493076,73,8,,
1442493077,74,11,,
1442493078,75,11,,
1442493079,76,4,,
1442493080,77,15,,
1442493081,78,15,,
1442493082,79,15,,
1442493083,80,9,,
1442493084,81,11,,
1442493085,82,13,,
1442493086,83,6,,
1442493087,84,9,,
1442493088,85,13,,
1442493089,86,2,,
1442493090,87,15,,
1442493091,88,13,,
1442493092,89,10,,
1442493093,90,17,,
1442493094,91,6,,
1442493095,92,8,,
1442493096,93,22,,
1442493097,94,6,,
1442493098,95,9,,
1442493099,96,8,,
1442493100,97,11,,
1442493101,98,15,,
1442493102,99,8,,
1442493103,100,9,,
1442493104,101,9,,
1442493105,102,17,,
1442493106,103,4,,
1442493107,104,12,,
1442493108,105,12,,
1442493109,106,16,,
1442493110,107,11,,
1442493111,108,10,,
1442493112,109,11,,
1442493113,110,13,,
1442493114,111,9,,
1442493115,112,7,,
1442493116,113,7,,
1442493117,114,13,,
1442493118,115,13,,
1442493119,116,10,,
1442493120,117,13,,
1442493121,118,8,,
1442493122,119,11,,
1442493123,120,14,,
1442493124,121,13,,
1442493125,122,8,,
1442493126,123,15,,
1442493127,124,19,,
1442493128,125,18,,
1442493129,126,16,,
1442493130,127,4,,
1442493131,128,11,,
1442493132,129,10,,
1442493133,130,8,,
1442493134,131,13,,
1442493135,132,6,,
1442493136,133,5,,
1442493137,134,8,,
1442493138,135,8,,
1442493139,136,13,,
1442493140,137,6,,
1442493141,138,22,,
1442493142,139,8,,
1442493143,140,12,,
1442493144,141,16,,
1442493145,142,8,,
1442493146,143,11,,
1442493147,144,13,,
1442493148,145,7,,
1442493149,146,18,,
1442493150,147,14,,
1442493151,148,16,,
1442493152,149,10,,
1442493153,150,7,,
1442493154,151,17,,
1442493155,152,10,,
1442493156,153,14,,
1442493157,154,6,,
1442493158,155,11,,
1442493159,156,16,,
1442493160,157,7,,
1442493161,158,15,,
1442493162,159,16,,
1442493163,160,12,,
1442493164,161,8,,
1442493165,162,8,,
1442493166,163,13,,
1442493167,164,18,,
1442493168,165,16,,
1442493169,166,12,,
1442493170,167,10,,
1442493171,168,9,,
1442493172,169,8,,
1442493173,170,15,,
1442493174,171,9,,
1442493175,172,11,,
1442493176,173,6,,
1442493177,174,14,,
1442493178,175,19,,
1442493179,176,6,,
1442493180,177,18,,
1442493181,178,8,,
1442493182,179,7,,
1442493183,180,14,,
1442493184,181,11,,
1442493185,182,11,,
1442493186,183,10,,
1442493187,184,20,,
1442493188,185,11,,
1442493189,186,11,,
1442493190,187,7,,
1442493191,188,11,,
1442493192,189,11,,
1442493193,190,6,,
1442493194,191,15,,
1442493207,192,9,,
1442493207,193,0,,
1442493207,194,0,,
1442493207,195,0,,
1442493207,196,0,,
1442493207,197,0,,
1442493207,198,0,,
1442493207,199,0,,
